,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
14833,262538,2752.447,2385.387,20.972,0.1382,21.755000000000003,0.0229,20.5805,0.0346,1.1693,0.4177,359.4453775175449,-32.630279048224196
14834,56302,1959.171,2385.389,21.122999999999998,0.1482,21.585,0.0212,20.4445,0.0331,1.1463,1.4307,359.4872417532534,-32.630278632045076
14840,5008511,3225.946,2385.610,,,23.321,0.0818,21.9375,0.1429,0.4795,-0.2935,359.4203891603656,-32.63026271237547
14855,262559,1845.438,2386.148,21.098,0.1637,21.803,0.0238,20.7365,0.0380,1.2217,0.4757,359.4932438711618,-32.63024371327947
14884,5008538,2349.863,2387.414,,,22.901,0.0485,21.1655,0.0733,0.6100,1.5660,359.4666234276134,-32.63019052923375
14897,5003009,2981.030,2387.916,21.455,0.2164,22.267000000000003,0.0350,21.3175,0.0597,1.0107,0.2410,359.4333143526889,-32.630164164618954
14902,5008550,657.350,2388.102,,,22.701,0.0427,22.0255,0.1566,0.4965,-0.8370,359.5559436776278,-32.63012741497969
14927,5003017,1924.398,2389.246,21.302999999999997,0.2290,22.225,0.0323,21.3815,0.0605,0.9957,1.2397,359.48907681298755,-32.630106877785735
14931,5008567,1025.905,2389.382,,,22.533,0.0404,21.7475,0.0905,0.5635,0.7295,359.5364936271353,-32.63008299659864
14943,56417,2955.619,2389.879,21.389000000000003,0.1831,22.179000000000002,0.0323,21.2615,0.0560,1.1520,0.1430,359.43465541706075,-32.630077253315896
14946,262651,993.027,2389.915,21.083,0.1554,21.849,0.0253,20.7735,0.0408,1.2517,-0.0637,359.53822870068785,-32.63005831708834
14948,262305,2836.036,2389.988,20.762999999999998,0.1184,21.829,0.0229,20.3775,0.0313,1.1250,1.0110,359.4409662595098,-32.63007378498374
14957,5003021,1811.291,2390.425,21.482,0.2456,22.483,0.0404,21.7885,0.0879,1.0090,2.0437,359.49504587600103,-32.63005321286297
14959,262672,1931.846,2390.667,20.397,0.0882,21.491000000000003,0.0188,20.4095,0.0278,1.0637,0.6927,359.4886837376192,-32.63004379565406
14961,5008586,974.519,2390.799,,,23.610000000000003,0.1090,22.1845,0.2045,0.5885,-0.3490,359.5392054031149,-32.63001846008841
14992,5008606,2736.259,2392.013,,,22.351000000000003,0.0372,21.3195,0.0586,0.5925,0.1250,359.4462318834693,-32.62998469166178
15006,56439,3211.658,2392.686,20.671,0.1197,21.503,0.0204,20.5675,0.0355,1.2703,1.2713,359.4211433478466,-32.62994849002469
15014,56567,1976.007,2392.931,20.064999999999998,0.0665,21.439,0.0176,19.2735,0.0168,1.0580,1.3047,359.4863531739643,-32.62994358346072
15028,56520,1571.176,2393.681,20.384,0.0835,21.308,0.0175,20.2205,0.0287,1.1373,0.7153,359.50771756648794,-32.629904880420646
15033,5003031,3037.128,2393.958,21.308,0.2046,21.897000000000002,0.0255,20.7025,0.0365,0.9827,0.6017,359.43035395416223,-32.62989484568068
15038,262754,2523.797,2394.027,20.703000000000003,0.1328,21.153000000000002,0.0168,20.4815,0.0332,1.3030,0.0003,359.4574442939493,-32.62989637896746
15048,56606,1172.922,2394.433,19.246000000000002,0.0420,19.901,0.0072,19.0665,0.0170,1.1920,0.2000,359.52873483956034,-32.62986264585978
15052,5003034,3062.633,2395.175,21.777,0.2883,22.324,0.0353,21.3855,0.0657,0.9983,-0.8983,359.4290079849992,-32.629840376602374
15056,56621,3075.376,2395.542,20.531,0.0976,21.406000000000002,0.0187,20.4255,0.0331,1.1850,0.8567,359.4283354979596,-32.62982387015188
15063,56540,562.646,2395.849,20.93,0.1161,21.476000000000003,0.0192,20.3695,0.0303,1.1113,0.1980,359.56094118596485,-32.62977941590683
15065,262798,2921.066,2395.886,20.533,0.0942,21.303,0.0179,20.1765,0.0256,1.1500,0.8507,359.43647899369324,-32.62981070575469
15076,56543,1640.529,2396.557,21.070999999999998,0.1292,21.883000000000003,0.0246,20.8265,0.0365,1.0257,0.6277,359.50405750251446,-32.629778234982965
15079,5008660,1716.098,2396.837,,,22.587,0.0443,21.5355,0.0738,0.5295,-0.2355,359.5000694535036,-32.629766951827484
15080,5003040,3282.627,2396.868,20.975,0.1369,21.838,0.0253,20.7495,0.0402,0.9730,-0.0350,359.41739815509607,-32.62976125649437
15083,56545,1934.183,2396.997,21.348,0.1591,22.045,0.0294,20.9735,0.0451,1.0140,1.1097,359.4885603324768,-32.629762485260535
15091,5008666,1965.883,2397.598,,,22.081000000000003,0.0303,21.2305,0.0584,0.6015,0.7640,359.4868874045352,-32.62973607117456
15106,5003044,1136.732,2398.282,20.525,0.1280,21.162000000000003,0.0163,19.9365,0.0271,0.9603,0.4783,359.5306445898891,-32.629690605071694
15109,5008678,1250.679,2398.364,,,22.799000000000003,0.0522,21.8365,0.1046,0.5710,-0.1660,359.5246312098893,-32.62968993054157
15112,262863,638.515,2398.449,20.965000000000003,0.1203,21.789,0.0234,20.6105,0.0343,1.1020,0.5697,359.5569371991836,-32.629666831302366
15114,5003046,2848.553,2398.487,21.104,0.1720,21.821,0.0247,20.7815,0.0369,1.0180,0.5803,359.44030579620096,-32.629695922627924
15124,262867,1542.514,2398.830,20.634,0.1093,21.346,0.0184,20.1985,0.0272,1.2013,0.5630,359.50923005166237,-32.62967551885368
15127,5003048,1847.784,2398.985,21.789,0.2719,21.84,0.0253,20.8095,0.0430,0.9607,0.6123,359.493119886737,-32.629673207639215
15129,5003049,3109.792,2399.013,21.642000000000003,0.2426,22.241000000000003,0.0339,21.4565,0.0659,0.9827,1.3650,359.4265193095125,-32.62966905808611
15134,56634,2136.665,2399.093,20.945,0.1319,21.87,0.0264,20.8305,0.0424,1.0877,1.3770,359.4778746250598,-32.62967084523714
15135,56738,3249.151,2399.131,20.366999999999997,0.0859,21.379,0.0191,19.9685,0.0274,1.1723,0.2250,359.41916485344467,-32.62966133747024
15137,5008693,1684.743,2399.275,,,22.333000000000002,0.0363,21.3185,0.0574,0.6030,1.1595,359.50172412386104,-32.629658129811624
15139,56744,3788.377,2399.306,20.936,0.1347,21.735000000000003,0.0226,20.6375,0.0371,1.1963,0.2657,359.3907080480097,-32.62963994015829
15147,5003053,3402.453,2399.802,19.560000000000002,0.0596,20.226000000000003,0.0086,19.4675,0.0239,0.9710,-0.5190,359.41107459440434,-32.629628296194795
15151,5008703,1710.160,2399.975,,,22.527,0.0420,21.5855,0.0744,0.5410,-0.1015,359.5003827682164,-32.62962739856992
15152,56679,1575.041,2399.979,20.761000000000003,0.1129,21.51,0.0204,20.5385,0.0347,1.1657,0.6543,359.5075134646434,-32.62962503789576
15157,5003055,2900.530,2400.247,21.488999999999997,0.2343,22.322000000000003,0.0357,21.2675,0.0556,0.9797,0.4057,359.4375628118593,-32.629617126755385
15158,5008704,2016.704,2400.319,,,22.740000000000002,0.0430,21.3805,0.0861,0.5130,0.0645,359.48420537522276,-32.629615567784334
15159,5008705,1068.259,2400.347,,,23.082,0.0575,21.6345,0.1181,0.4780,0.8920,359.53425807579646,-32.62959690487204
15163,262901,2820.964,2400.493,20.497,0.0863,21.538,0.0200,19.7255,0.0178,1.0370,-0.3740,359.4417617879845,-32.629607047412286
15169,5008712,1298.115,2400.592,,,23.364,0.0844,21.8905,0.2010,0.5585,0.3520,359.52212778490474,-32.62959206029835
15172,56630,1557.982,2400.758,21.174999999999997,0.1619,21.765,0.0244,20.8385,0.0452,1.2133,0.8383,359.50841371027497,-32.6295901114552
15177,5008717,2935.781,2401.004,,,22.293000000000003,0.0356,21.4075,0.0594,0.5115,0.9645,359.43570250577926,-32.629583059312665
15178,262913,490.156,2401.092,21.092,0.1228,21.593,0.0211,20.4575,0.0312,1.1570,1.0230,359.56476647357266,-32.629543437022186
15180,5008718,3509.926,2401.169,,,23.211000000000002,0.0751,22.2615,0.1475,0.4460,1.9695,359.40540291603867,-32.62956497464092
15181,5008719,2785.111,2401.200,,,22.698,0.0485,21.7415,0.0898,0.5365,1.3155,359.4436538823599,-32.62957596434825
15183,5003059,2022.621,2401.227,21.665999999999997,0.2695,22.258000000000003,0.0346,21.5435,0.0674,0.9220,0.8150,359.4838931062669,-32.62957525859528
15188,262955,2325.387,2401.370,20.509999999999998,0.1330,21.811,0.0241,20.0435,0.0313,1.4393,0.3110,359.46791510139735,-32.629570242958316
15191,5003061,3039.979,2401.406,21.177999999999997,0.1800,22.41,0.0384,21.2075,0.0479,0.9310,-0.2447,359.4302036263452,-32.629563781896785
15199,262966,3378.783,2401.764,19.773000000000003,0.0548,20.624000000000002,0.0114,19.3515,0.0185,1.1280,0.3043,359.4123237932611,-32.629541627169225
15206,262948,1928.783,2401.952,21.148000000000003,0.1465,21.678,0.0231,20.7855,0.0407,1.1113,1.1527,359.4888452518178,-32.62954221036101
15209,5003064,2590.702,2402.012,21.375999999999998,0.2140,21.718,0.0234,21.4035,0.0649,1.0493,-0.0630,359.45391351919176,-32.62954122037471
15215,262979,2118.799,2402.142,19.694000000000003,0.0501,21.51,0.0152,19.1245,0.0150,0.9950,0.4167,359.47881745599483,-32.629535236881715
15218,5003067,3143.979,2402.240,20.881,0.1581,21.686,0.0230,20.9175,0.0410,1.0850,1.3910,359.4247152075884,-32.62952506820794
15234,5003072,2866.957,2402.864,21.122,0.1818,21.796000000000003,0.0232,20.7105,0.0336,1.0110,-0.7020,359.4393346089944,-32.629501193095756
15243,5008755,631.714,2402.999,,,23.196,0.0712,22.0985,0.1780,0.4285,0.0270,359.5572959033621,-32.629464348324966
15245,262978,1723.391,2403.082,20.924999999999997,0.1240,20.6,0.0122,18.0985,0.0107,1.2437,0.2403,359.49968446960327,-32.629489501863304
15246,5008757,4045.186,2403.152,,,22.994,0.0602,22.0215,0.1058,0.4910,0.5170,359.37715553468087,-32.62946026454793
15250,5003074,3295.001,2403.381,20.676000000000002,0.1143,21.623,0.0219,20.7025,0.0402,1.0017,0.5910,359.41674529247894,-32.62947154034476
15270,5008773,3724.495,2404.200,,,22.154,0.0313,21.4535,0.0706,0.6015,0.7420,359.39407949204866,-32.62942437796324
15277,5008777,669.513,2404.420,,,23.561,0.0892,22.1735,0.1891,0.3900,0.4485,359.55530106320657,-32.62940263118328
15288,263049,3179.916,2404.590,20.217,0.0717,20.976000000000003,0.0141,19.6425,0.0198,1.1003,0.5617,359.4228187397419,-32.62941999920797
15292,5008784,2008.926,2404.745,,,22.546000000000003,0.0429,21.4325,0.0699,0.5900,0.3810,359.4846158048684,-32.62941879468595
15298,56657,1700.117,2405.047,20.698999999999998,0.2067,21.361,0.0184,20.2925,0.0359,1.3677,0.4307,359.50091268251765,-32.629401828118155
15300,263037,1513.053,2405.153,20.35,0.0858,21.135,0.0157,19.9615,0.0256,1.1780,0.5380,359.51078466847076,-32.629393946239986
15306,5003086,3036.799,2405.427,21.305,0.1948,21.405,0.0173,21.482499999999998,0.0648,0.9507,-0.7857,359.4303715155499,-32.62938511750749
15308,5003087,3361.678,2405.458,21.557000000000002,0.2354,22.115000000000002,0.0310,21.2275,0.0551,1.0073,0.9660,359.4132265775372,-32.62937782548926
15316,5003091,2776.116,2405.677,20.764000000000003,0.1308,21.934,0.0273,20.7525,0.0388,0.9553,0.0357,359.44412862652604,-32.62937706731565
15335,263066,1373.554,2406.346,19.866999999999997,0.0556,20.779,0.0120,19.3425,0.0149,0.9210,0.4777,359.5181464604709,-32.62933805676252
15337,5003097,1762.321,2406.360,20.857999999999997,0.1584,22.07,0.0294,20.9185,0.0452,1.0320,1.9067,359.4976299493758,-32.62934435584445
15343,263107,2915.397,2406.693,19.532000000000004,0.0495,20.386000000000003,0.0086,19.1765,0.0133,1.0363,0.2273,359.4367783201192,-32.629330462981294
15364,5008824,2877.784,2407.612,,,22.709000000000003,0.0445,21.8035,0.0953,0.4800,-0.0470,359.4387632940335,-32.62929005201645
15377,263135,2889.060,2408.047,20.853,0.1014,21.602,0.0205,20.5155,0.0319,0.9827,-1.1967,359.43816822852546,-32.62927059202705
15378,5003110,4161.548,2408.100,20.548000000000002,0.1209,21.226000000000003,0.0173,20.6625,0.0363,1.0637,0.4107,359.3710149638269,-32.6292359133151
15383,5008834,2020.933,2408.229,,,22.656000000000002,0.0468,21.7015,0.0867,0.5395,-0.1515,359.4839821230203,-32.62926404562314
15394,5003114,864.940,2408.376,21.296,0.1882,22.12,0.0302,21.2265,0.0569,1.0080,0.7683,359.5449875894785,-32.62923374244435
15406,263133,2818.251,2408.561,20.293,0.0744,21.233,0.0148,19.5235,0.0157,1.0003,-0.4730,359.4419050561051,-32.629248496496594
15408,56881,2922.746,2408.715,20.549999999999997,0.0940,21.137,0.0141,20.4005,0.0294,1.0800,-0.7267,359.43639051823203,-32.62924050803296
15413,263175,2584.846,2408.897,20.481,0.0917,21.430000000000003,0.0201,20.0665,0.0227,1.1073,0.3857,359.4542225982786,-32.62923524809913
15420,5003118,3772.468,2409.003,21.503,0.2393,22.468,0.0391,21.6505,0.0760,1.0127,-0.2307,359.3915479750725,-32.629209456657705
15422,56877,2512.366,2409.110,19.985999999999997,0.0751,21.061,0.0147,19.7695,0.0193,1.1893,-0.1013,359.458047603803,-32.62922605997923
15435,56797,1266.667,2409.706,20.305999999999997,0.0804,21.531000000000002,0.0211,19.7665,0.0236,1.1863,0.5747,359.5237871387556,-32.62918623594737
15439,263210,2649.567,2409.897,20.351,0.0881,21.527,0.0207,19.671499999999998,0.0170,1.1383,-0.5897,359.45080706841054,-32.62919045695254
15440,263212,3233.309,2409.921,20.573,0.0984,21.318,0.0169,20.1635,0.0267,1.1450,0.1447,359.4200011333275,-32.629182085383114
15441,57002,1518.835,2409.949,20.043999999999997,0.0734,20.578000000000003,0.0112,19.6885,0.0213,1.2240,0.3713,359.51047942574814,-32.6291809004293
15451,5003124,1604.043,2410.372,21.494999999999997,0.2143,22.172,0.0327,21.5125,0.0761,0.9220,0.9647,359.505982719359,-32.62916362963278
15457,5008876,1391.531,2410.634,,,23.457,0.0936,22.5105,0.1695,0.4105,0.4000,359.5171976450719,-32.6291478727702
15458,5003126,3287.093,2410.646,21.35,0.1830,22.128,0.0307,21.0125,0.0484,0.8853,-0.2220,359.4171627977289,-32.62914881171522
15465,263106,2727.124,2410.992,21.085,0.1476,22.215,0.0329,21.0705,0.0495,1.0860,0.1733,359.4467141462695,-32.62914125303915
15466,5008881,626.737,2411.002,,,23.334000000000003,0.0765,21.3775,0.0925,0.4015,-0.0305,359.5575581896985,-32.62910846833994
15472,5008884,2827.440,2411.356,,,22.610000000000003,0.0440,21.5715,0.0661,0.5375,-1.3390,359.4414201558952,-32.62912418340891
15474,56981,2912.411,2411.370,20.907000000000004,0.1305,21.623,0.0218,20.6425,0.0365,1.1027,0.3353,359.4369359670301,-32.629122631993795
15480,5008889,2871.692,2411.555,,,22.584000000000003,0.0448,21.4475,0.0751,0.5185,-0.3485,359.4390848401089,-32.62911487494206
15484,5003133,1089.414,2411.642,21.229999999999997,0.1935,21.391000000000002,0.0190,21.3325,0.0653,1.0643,0.2137,359.5331412746222,-32.62909551049062
15488,5003136,1695.692,2411.812,20.930999999999997,0.1608,22.064,0.0298,21.0495,0.0480,1.0280,1.1507,359.5011460842605,-32.629101095572274
15491,5003138,4170.647,2411.932,21.475,0.2285,22.162000000000003,0.0320,21.1765,0.0499,0.9953,0.6860,359.37053496137764,-32.629065242694296
15495,56916,2482.275,2412.119,18.979,0.0424,20.319000000000003,0.0099,18.7665,0.0130,1.1573,-0.2627,359.45963561184425,-32.62909240828845
15505,5003143,2718.838,2412.484,21.563000000000002,0.2711,22.400000000000002,0.0385,21.4345,0.0627,1.0183,0.3310,359.447151438335,-32.62907500569909
15507,5008899,2860.309,2412.656,,,22.364,0.0359,21.4875,0.0791,0.5665,-0.0835,359.4396855710539,-32.62906606512904
15514,5008902,2950.589,2413.037,,,23.373,0.0847,22.4365,0.1912,0.4450,2.3855,359.4349212181966,-32.629048073770534
15518,5008905,3893.585,2413.208,,,23.497,0.0958,22.4395,0.1527,0.4760,-0.5480,359.3851564169743,-32.629018668826504
15519,263165,1459.110,2413.224,20.701999999999998,0.1004,21.897000000000002,0.0243,20.6545,0.0288,0.9383,-0.0810,359.513631225624,-32.62903417760616
15524,263333,3152.585,2413.389,20.610999999999997,0.0986,21.667,0.0211,20.4435,0.0287,1.0697,-0.0077,359.4242612668798,-32.629029410478395
15531,263269,2724.214,2413.678,21.092,0.1361,22.203000000000003,0.0320,21.0475,0.0447,0.9900,0.1093,359.44686774083135,-32.629021897881735
15543,263326,2038.069,2414.177,20.595,0.0953,22.066000000000003,0.0248,20.3065,0.0316,1.0170,0.4003,359.4830777480822,-32.62899982070172
15555,263323,1859.037,2414.638,21.1,0.1407,21.643,0.0225,20.5845,0.0343,1.1100,0.6860,359.49252581537854,-32.62897764860408
15557,5003157,3056.487,2414.819,21.369999999999997,0.2068,22.236,0.0328,21.1035,0.0484,1.0017,1.2057,359.429332682189,-32.6289674034759
15560,263374,1241.373,2414.885,21.505000000000003,0.1939,22.094,0.0302,21.0925,0.0507,1.1830,-1.5080,359.5251218296376,-32.62895543283163
15566,5003159,620.000,2415.145,21.414,0.2115,22.105,0.0299,20.9665,0.0425,0.9623,-0.6157,359.5579135314561,-32.628924074935945
15569,5008931,1567.343,2415.242,,,22.769000000000002,0.0521,22.0985,0.1807,0.4435,0.6780,359.50791939212803,-32.62894654636263
15574,5008936,2894.097,2415.377,,,22.776,0.0499,21.796499999999998,0.1009,0.5060,-0.8920,359.4379025093471,-32.628944756955484
15576,263375,1440.798,2415.464,19.784,0.0593,20.489,0.0101,19.4275,0.0175,1.1657,0.3573,359.5145975517695,-32.6289342484385
15588,263396,3649.043,2416.012,21.201999999999998,0.1553,21.568,0.0217,19.7885,0.0230,1.1757,-0.5810,359.39806173659633,-32.628901586325384
15589,263164,1457.828,2416.072,20.421999999999997,0.0863,21.333000000000002,0.0182,19.9275,0.0240,0.9737,-0.1370,359.5136988123828,-32.62890757401348
15599,263392,2957.716,2416.424,20.488,0.0870,21.246000000000002,0.0153,20.1445,0.0254,1.1013,0.1317,359.4345451558693,-32.628897449345146
15601,5003163,4053.818,2416.513,21.101999999999997,0.1710,22.125,0.0293,21.3165,0.0579,0.9917,0.3963,359.3767005832322,-32.628866124180014
15605,263300,3195.829,2416.634,21.584000000000003,0.1886,22.324,0.0363,21.3905,0.0615,1.0183,1.8003,359.42197921673926,-32.628884425037505
15606,5008951,1937.396,2416.686,,,21.373,0.0195,20.0035,0.0298,0.5300,-0.8775,359.4883905457499,-32.628887450208765
15615,5008954,3684.281,2417.247,,,23.444000000000003,0.0870,22.4985,0.2778,0.4510,3.9540,359.3962021645081,-32.628845692468005
15623,5003173,2715.207,2417.386,21.214,0.1884,21.438000000000002,0.0179,21.0035,0.0426,0.9777,0.0820,359.44734310135567,-32.628857166600135
15626,5008960,2948.386,2417.592,,,22.505000000000003,0.0413,21.7775,0.0963,0.5445,-0.3760,359.43503754582287,-32.628845657411404
15631,5008963,1618.576,2417.870,,,23.102,0.0615,21.9165,0.1539,0.4120,1.7325,359.50521561832903,-32.62883063024954
15634,57143,2597.297,2418.092,20.325000000000003,0.0853,21.060000000000002,0.0150,19.3905,0.0139,1.1220,0.2903,359.4535655722553,-32.62882652211871
15643,5003179,3370.442,2418.444,21.029000000000003,0.1490,21.549000000000003,0.0203,20.6565,0.0387,0.9850,1.3783,359.4127644110088,-32.62880047864186
15652,57129,3903.065,2418.917,20.061999999999998,0.0703,20.641000000000002,0.0106,19.5585,0.0198,1.1990,-0.1417,359.3846563571251,-32.628764617008066
15665,5008979,2904.604,2419.423,,,22.753,0.0505,21.8215,0.0972,0.5180,0.5845,359.43734807891747,-32.62876481311919
15668,57273,3300.786,2419.667,21.055999999999997,0.1245,21.934,0.0273,20.7245,0.0377,1.0660,0.1300,359.41644039358425,-32.62874760082721
15678,263513,2761.127,2420.001,21.167,0.1407,21.749000000000002,0.0232,20.5045,0.0276,1.0407,-0.7267,359.4449197908557,-32.62874057583838
15681,57288,2773.900,2420.043,20.287999999999997,0.0784,21.147000000000002,0.0161,19.7125,0.0184,0.9623,0.6180,359.44424572242787,-32.628738598369836
15697,263536,1878.488,2420.815,20.906,0.1277,21.755000000000003,0.0231,20.1435,0.0339,1.1123,0.2327,359.4914992459075,-32.62870333256195
15698,263441,2079.397,2420.822,20.314999999999998,0.0780,22.198,0.0247,19.6705,0.0194,1.0120,-0.2447,359.48089668993885,-32.628704775569794
15704,5003199,1289.296,2421.245,20.022,0.0940,20.671000000000003,0.0108,19.0565,0.0146,0.9970,-0.1883,359.52259260683775,-32.62867393970155
15712,263558,2575.747,2421.553,20.845,0.1253,21.344,0.0185,20.1565,0.0263,1.2387,0.2833,359.4547028487061,-32.628672800823566
15719,57170,2726.779,2421.718,20.520000000000003,0.0846,21.381,0.0182,20.1645,0.0256,1.0450,-0.0267,359.4467324519425,-32.62866454486641
15722,57221,3057.143,2421.840,21.344,0.1679,22.324,0.0362,21.1825,0.0568,1.0663,1.5183,359.4292981885335,-32.62865534936287
15726,5009010,3923.591,2421.975,,,22.884,0.0565,22.3375,0.1756,0.4775,0.8905,359.3835732650618,-32.62862800892015
15737,5009017,2878.194,2422.402,,,23.065,0.0668,21.9465,0.1094,0.5215,-2.3845,359.4387418520287,-32.62863271451447
15746,5003209,3158.497,2422.881,21.47,0.2027,22.694000000000003,0.0464,21.5255,0.0727,0.8883,0.9517,359.4239494671341,-32.62860744220281
15747,5009023,2907.629,2422.942,,,23.641000000000002,0.1091,22.4415,0.2303,0.3870,-0.4710,359.43718848983724,-32.628608377716844
15749,263587,2563.154,2422.970,20.701999999999998,0.1190,21.017000000000003,0.0151,20.2825,0.0297,1.1243,0.2037,359.455367424995,-32.62860987726463
15755,5003211,1712.735,2423.187,21.435000000000002,0.2060,22.633000000000003,0.0453,21.7555,0.0890,0.9070,-0.1967,359.5002464744007,-32.62859579250553
15758,5009027,1259.317,2423.286,,,22.883000000000003,0.0536,21.7335,0.0878,0.5560,-0.0040,359.5241746250686,-32.628582500674526
15759,5009028,1737.137,2423.334,,,22.935000000000002,0.0499,21.5175,0.0780,0.5605,1.2915,359.49895870879413,-32.62858960903736
15760,5003213,3169.089,2423.384,21.610999999999997,0.2446,22.334000000000003,0.0348,21.5425,0.0713,0.9920,0.8727,359.4233905075516,-32.628584902134904
15761,5009029,1841.052,2423.391,,,19.593,0.0079,18.3965,0.0107,0.6015,-0.1180,359.49347481703614,-32.62858841841822
15768,263624,2901.890,2423.711,21.043,0.1230,21.948,0.0267,20.8375,0.0364,1.0257,0.1517,359.4374913639301,-32.62857426712891
15773,263634,3258.004,2423.903,20.442,0.0836,21.041,0.0137,19.8905,0.0229,1.0850,-0.1333,359.41869822293467,-32.62856018880792
15787,263623,2774.184,2424.240,20.759999999999998,0.1053,21.418000000000003,0.0191,19.8665,0.0189,0.9203,-0.9067,359.4442307788277,-32.62855206263316
15788,5009043,108.065,2424.270,,,,0.1994,25.7815,0.1614,0.0300,7.2770,359.5849292847219,-32.62849580275919
15790,5003223,2680.347,2424.315,21.484,0.2486,21.901,0.0267,20.7155,0.0360,1.0303,-0.9953,359.4491828242751,-32.628549459948694
15795,5009047,99.087,2424.426,,,,0.2033,25.3355,0.1791,0.0300,7.5825,359.58540306794345,-32.62848841942891
15800,263630,3146.495,2424.623,20.534,0.0808,21.245,0.0150,19.8715,0.0212,0.9903,0.3517,359.4245828821185,-32.62853022613739
15802,5009050,3715.005,2424.718,,,22.324,0.0334,21.8095,0.1363,0.4365,-0.2770,359.39458103062975,-32.62851274978073
15809,5009054,3874.105,2424.967,,,22.634,0.0464,22.4805,0.1782,0.4540,0.5180,359.38618489727736,-32.62849669633366
15811,57420,2522.651,2425.011,18.5,0.0320,19.448,0.0051,18.1675,0.0074,0.8917,0.3220,359.45750489271126,-32.62851931674844
15813,57484,3734.090,2425.089,21.090000000000003,0.1548,22.088,0.0264,20.0695,0.0308,1.0923,1.1350,359.3935738759016,-32.62849569220686
15826,57283,1778.787,2425.531,20.424,0.0895,21.342000000000002,0.0177,19.7825,0.0222,1.1630,0.5557,359.4967606852939,-32.62849253144469
15827,263669,4046.337,2425.543,20.311,0.0812,21.389000000000003,0.0174,19.7455,0.0200,1.1317,0.3227,359.3770957726876,-32.628465068192234
15832,5009064,1253.708,2425.634,,,23.09,0.0652,22.1355,0.1318,0.5130,0.4885,359.5244705588811,-32.62847800681302
15839,57313,3417.808,2425.940,21.231,0.1400,21.994,0.0284,21.0055,0.0455,1.0407,-0.0993,359.4102649722389,-32.62846625739492
15842,57453,2747.275,2426.160,19.932000000000002,0.0600,20.429000000000002,0.0090,19.6135,0.0170,1.0477,-0.5380,359.44565086184804,-32.62846695874354
15851,5003235,3027.681,2426.345,21.841,0.2939,22.522000000000002,0.0401,21.514499999999998,0.0684,0.9503,0.1167,359.4308530603668,-32.62845556161228
15853,5003237,3163.643,2426.418,21.604999999999997,0.2439,21.888,0.0247,21.0025,0.0463,0.9500,-1.3063,359.423677971112,-32.62845015297658
15857,5009075,3685.426,2426.534,,,22.112000000000002,0.0309,20.8245,0.0429,0.5965,2.0125,359.3961420582137,-32.62843290429263
15861,263715,3094.700,2426.811,21.323,0.1537,21.98,0.0257,19.9615,0.0244,1.0150,0.6860,359.4273162910232,-32.628433834723566
15864,5009079,3371.844,2426.953,,,22.583000000000002,0.0434,22.4545,0.1623,0.4970,1.2715,359.41269064550727,-32.62842227036117
15865,5009080,2978.337,2426.985,,,22.888,0.0571,21.6975,0.1016,0.4510,-1.0640,359.43345709011163,-32.62842780171427
15866,5009081,3626.420,2427.070,,,23.117,0.0694,22.1445,0.1428,0.4775,-0.5560,359.39925598233856,-32.628410751010776
15870,263705,1362.241,2427.167,20.646,0.1071,21.317,0.0160,20.1905,0.0257,1.0387,0.5570,359.5187429326578,-32.62841242847152
15872,57335,1738.971,2427.219,21.035000000000004,0.1252,22.034000000000002,0.0290,20.9715,0.0493,1.0517,0.0073,359.49886185874806,-32.62841696824544
15874,57414,2222.419,2427.325,20.034,0.0827,21.538,0.0214,19.7715,0.0254,1.2670,1.0957,359.4733489738696,-32.628416459331724
15876,5009087,3732.671,2427.410,,,21.509,0.0175,19.9645,0.0243,0.5460,-0.2485,359.3936488429467,-32.628392579341295
15877,5009088,1580.306,2427.425,,,23.270000000000003,0.0785,22.1865,0.2951,0.6305,0.2510,359.5072350417562,-32.62840530919352
15881,5009090,2906.472,2427.566,,,23.044,0.0657,21.8175,0.0999,0.4705,-1.2630,359.43724961244163,-32.6284028803274
15885,5003242,2884.901,2427.656,21.467,0.2040,22.358,0.0375,21.5315,0.0710,0.9467,-0.1593,359.4383879745239,-32.62839912847636
15907,5009104,1704.335,2428.552,,,22.296000000000003,0.0329,21.5455,0.0759,0.5470,1.0485,359.50068967222677,-32.62835722474382
15909,5003251,3033.603,2428.571,21.777,0.2671,22.481,0.0398,21.7775,0.0914,0.9013,-1.6227,359.4305405784351,-32.62835654257818
15914,5009109,2912.554,2428.802,,,22.932000000000002,0.0582,22.0975,0.1213,0.4645,-0.1070,359.436928666022,-32.628347875204845
15921,263774,2493.203,2429.115,20.061,0.0794,20.757,0.0140,19.6015,0.0212,1.3097,0.2887,359.4590589595605,-32.62833700356063
15922,5009113,2920.143,2429.150,,,22.561,0.0381,20.5485,0.0344,0.4840,-0.1555,359.4365281788854,-32.62833231778486
15931,5003255,3469.489,2429.337,20.741,0.1367,21.527,0.0204,20.389499999999998,0.0315,1.0857,-1.1950,359.4075377212096,-32.62831406017232
15935,5009121,1082.464,2429.477,,,22.979000000000003,0.0559,21.671499999999998,0.1027,0.4520,-0.7035,359.5335074443792,-32.62830264709031
15936,57557,1507.012,2429.484,21.259,0.1525,21.581000000000003,0.0207,21.3145,0.0555,1.0740,0.2447,359.51110291945236,-32.628312454055624
